PM2.5,PM10,CO,NO2,Temperature,Humidity,AQI
223,298,3.82,20,19.5,44.9,241
47,128,1.56,148,40.2,87.0,130
218,187,2.19,32,11.3,39.2,183
96,237,1.01,183,25.3,40.5,212
97,241,0.64,188,14.1,62.3,168
59,180,3.64,84,24.6,43.5,159
17,35,1.41,61,39.4,86.1,50
178,297,4.12,114,31.8,81.6,246
143,76,4.98,56,35.8,51.1,187
78,81,0.48,178,22.2,61.6,122
181,261,2.42,170,43.1,14.6,332
130,109,4.03,88,34.8,65.7,177
73,91,3.97,52,24.8,66.6,107
166,49,3.82,131,24.9,38.7,199
165,105,1.81,173,42.2,27.6,258
148,253,2.32,102,30.2,83.2,191
130,254,3.02,122,34.7,44.1,245
74,284,4.87,191,24.6,62.3,234
116,288,1.7,97,17.8,12.7,223
156,205,4.62,71,35.3,43.1,241
146,150,1.42,78,31.3,75.4,150
164,296,4.95,88,27.5,41.0,269
171,199,3.38,198,31.8,58.3,263
181,182,2.37,159,17.3,26.8,240
205,290,3.11,164,37.8,43.3,318
109,115,1.44,188,43.2,84.2,180
91,281,1.44,14,41.2,55.3,176
152,102,0.66,172,21.3,82.2,142
60,244,0.66,149,24.2,82.2,135
150,242,1.8,190,38.3,85.5,232
92,137,3.84,122,30.8,81.6,154
186,211,3.08,101,29.2,10.3,275
207,98,0.6,10,42.4,84.7,143
121,97,4.28,171,28.8,21.0,237
65,166,3.05,22,28.0,13.2,164
213,126,4.81,76,11.5,14.4,231
188,290,3.38,93,12.4,37.9,238
174,263,0.96,46,10.3,59.7,154
154,92,2.42,8,42.0,42.2,173
195,45,3.28,24,24.3,12.0,190
224,229,0.24,32,26.4,48.1,200
227,111,0.17,172,39.6,45.4,251
166,144,0.73,197,31.3,70.5,204
170,92,1.33,108,31.3,32.4,199
69,142,2.2,48,20.4,27.4,131
228,203,2.49,27,39.2,30.5,258
226,206,0.78,189,15.8,34.3,255
129,217,3.4,51,11.9,57.9,149
192,97,3.02,17,16.7,47.7,147
147,205,1.54,148,19.4,37.0,211
184,272,0.17,187,19.9,39.9,249
32,32,0.48,99,33.5,39.7,97
222,95,2.02,197,17.6,87.8,185
158,70,0.85,20,33.7,28.6,155
244,294,1.95,123,13.2,75.4,229
22,168,3.18,169,15.2,66.7,124
110,238,2.78,184,27.8,10.4,273
170,141,1.23,121,42.3,89.5,183
33,230,1.78,14,40.1,70.5,118
117,299,3.11,126,43.9,64.6,252
20,45,4.32,42,32.8,42.4,106
26,192,3.79,48,33.7,54.4,140
205,175,2.81,99,31.9,30.3,256
184,257,1.88,78,31.8,12.8,269
34,101,1.89,186,15.1,76.9,93
103,292,4.41,117,29.0,81.7,206
210,87,0.29,55,23.5,23.0,180
30,63,4.94,56,25.5,73.0,83
93,80,3.36,96,28.3,69.3,129
220,142,3.44,63,14.5,24.3,216
220,215,0.29,17,22.6,43.7,185
149,130,3.07,173,12.2,43.8,194
46,277,2.48,16,44.3,70.8,155
51,108,0.62,54,14.1,77.0,36
154,217,1.46,61,19.0,17.6,201
110,219,4.46,182,41.2,55.0,265
57,118,2.79,123,26.9,70.9,123
112,46,2.13,61,14.7,72.9,72
37,108,0.46,186,23.4,21.8,154
50,165,3.6,198,14.1,52.0,165
108,201,3.54,12,17.0,78.6,109
56,276,3.11,110,11.8,35.5,174
249,208,2.6,195,25.3,44.0,297
155,259,2.23,141,38.2,74.3,236
215,215,3.01,192,30.5,17.1,322
236,184,1.24,124,31.2,78.8,218
245,290,4.71,67,17.0,34.9,282
114,27,2.99,76,22.0,10.1,159
133,57,1.62,135,39.6,28.7,204
208,133,2.3,17,13.1,17.2,182
242,75,4.05,141,40.0,17.4,303
22,157,0.89,56,26.9,65.4,77
219,121,1.53,66,39.3,27.1,239
238,196,3.43,123,21.1,84.8,218
150,188,1.65,113,21.9,51.3,185
109,280,3.98,12,36.3,46.8,208
40,242,0.74,99,37.5,44.7,169
139,218,3.84,129,18.0,65.4,195
25,230,0.43,177,44.1,46.2,198
146,199,0.16,57,13.0,20.3,162
82,269,4.5,67,12.4,80.4,137
175,250,2.95,99,30.8,44.3,248
212,42,1.82,85,35.3,15.9,225
63,67,1.24,61,43.6,52.3,123
193,128,3.12,186,24.2,61.8,227
223,25,2.59,151,10.9,32.0,195
234,57,4.96,71,31.1,74.0,200
109,188,4.92,50,20.1,63.6,156
118,222,3.21,98,25.2,62.0,185
96,292,2.27,142,27.1,43.7,225
182,263,2.51,117,12.3,87.0,179
246,66,3.44,97,27.0,31.9,238
171,268,0.6,150,24.9,56.2,225
146,98,1.71,144,34.9,34.7,212
225,129,0.47,53,32.6,69.6,172
17,32,0.46,27,16.5,13.8,52
